id,event_time_utc,symbol,direction,primary_filter,entry_theoretical,sl_theoretical,tp_theoretical,levels_source,sl_multiplier,tp_multiplier,scan_score,final_ai_score,research_score,learning_score,dynamic_threshold,long_score,short_score,tf4h_status,macro_bias,vision_state,vision_approved,image_retained,exact_rejection_reason,window_4h_complete,first_static_hit,first_hit_at,mfe_r_before_exit,mae_r_before_exit,static_exit_r,trailing_approx_exit,trailing_approx_exit_r,hypothetical_pnl_usd_identifiable,verdict_4h
130,2026-06-24T17:30:45Z,SOLUSDT,SHORT,RSI,65.59,66.9359068,62.8981864,production-defaults-reconstructed,1.5,2,0.892,73,,,,15,90,CONFIRMS,BEARISH,LATE_TREND,1,NO,RSI peligroso para SHORT: 20.4,YES,sl,2026-06-24T20:01:00Z,0.69098395,1.00304122,-1,sl,-1,,CORRECT_REJECTION_LOSS_AVOIDED
132,2026-06-24T17:45:42Z,ETHUSDT,SHORT,RSI,1567.67,1596.7816319,1509.4467362,production-defaults-reconstructed,1.5,2,1.044,45,,,,15,85,CONFIRMS,BEARISH,LATE_TREND,1,NO,RSI peligroso para SHORT: 17.5,YES,sl,2026-06-24T20:01:00Z,0.57262334,1.02570684,-1,sl,-1,,CORRECT_REJECTION_LOSS_AVOIDED
134,2026-06-24T18:00:47Z,ETHUSDT,SHORT,RSI,1562.64,1591.2597516,1505.4004968,production-defaults-reconstructed,1.5,2,1.102,45,,,,15,85,CONFIRMS,BEARISH,LATE_TREND,1,NO,RSI peligroso para SHORT: 18.5,YES,sl,2026-06-24T20:01:00Z,0.25436978,1.21908815,-1,sl,-1,,CORRECT_REJECTION_LOSS_AVOIDED
136,2026-06-24T18:15:41Z,ZECUSDT,SHORT,AI_CONTEXT,397.1,409.9481705,371.403659,production-defaults-reconstructed,1.5,2,0.753,56,,,,15,95,CONFIRMS,BEARISH,LATE_TREND,1,NO,AI rechaza: fallback,YES,sl,2026-06-24T18:26:00Z,0.04514261,1.0375018,-1,sl,-1,,CORRECT_REJECTION_LOSS_AVOIDED
137,2026-06-24T18:15:42Z,ZECUSDT,SHORT,AI_CONTEXT,397.1,409.9481705,371.403659,production-defaults-reconstructed,1.5,2,0.753,56,,,,15,95,CONFIRMS,BEARISH,LATE_TREND,1,NO,AI rechaza: fallback,YES,sl,2026-06-24T18:26:00Z,0.04514261,1.0375018,-1,sl,-1,,CORRECT_REJECTION_LOSS_AVOIDED
138,2026-06-24T18:45:41Z,ADAUSDT,SHORT,AI_CONTEXT,0.142,0.14527168,0.13545664,production-defaults-reconstructed,1.5,2,0.723,50,,,,20,90,CONFIRMS,BEARISH,LATE_TREND,1,NO,AI rechaza: fallback,YES,sl,2026-06-24T20:49:00Z,0.64187207,1.03922144,-1,sl,-1,,CORRECT_REJECTION_LOSS_AVOIDED
140,2026-06-24T19:00:44Z,MUUSDT,SHORT,IMAGE,1013.95,1049.34192475,943.1661505,production-defaults-reconstructed,1.5,2,0.714,91,,,,6,96,CONFIRMS,BEARISH,MID_TREND,0,NO,Imagen rechaza: El precio está en consolidación lateral sin confirmación clara de debilidad; falta momentum descendente y volumen para un short confiable.,YES,sl,2026-06-24T19:59:00Z,0.56707851,1.05306508,-1,sl,-1,,CORRECT_REJECTION_LOSS_AVOIDED
142,2026-06-24T20:15:43Z,MUUSDT,SHORT,IMAGE,1146.94,1199.0512189,1042.7175622,production-defaults-reconstructed,1.5,2,0.626,25,,,,50,70,NEUTRAL,BEARISH,MID_TREND,0,NO,"Chart MID_TREND + imagen rechaza: El precio está recuperándose desde mínimos recientes con volumen creciente, mostrando presión compradora que no favorece posiciones cortas en este momento.",YES,sl,2026-06-24T20:40:00Z,0.24294193,1.07347326,-1,sl,-1,,CORRECT_REJECTION_LOSS_AVOIDED
144,2026-06-24T20:30:43Z,SOLUSDT,SHORT,IMAGE,67.42,68.9622325,64.335535,production-defaults-reconstructed,1.5,2,0.758,50,,,,2,82,CONFIRMS,BEARISH,EARLY_TREND,0,NO,"Chart EARLY_TREND + imagen rechaza: El precio está en recuperación con vela verde fuerte y volumen creciente, no hay confirmación de reversión para operar en corto.",YES,none,,0.16858677,0.70028352,-0.28530069,horizon,-0.28530069,,CORRECT_REJECTION_LOSS_AVOIDED
146,2026-06-24T20:45:25Z,BTCUSDT,SHORT,SCORE,60848.7,61759.605039,59026.889922,production-defaults-reconstructed,1.5,2,0.75,63,,,66,0,77,CONFIRMS,BEARISH,,0,NO,Score insuficiente: 63 < threshold 66 (faltan 3 pts) — macro=BEARISH 4h=CONFIRMS intel=NO OPERAR pos=1,YES,none,,0.23668768,0.44713772,0.05840345,horizon,0.05840345,,FALSE_NEGATIVE_PROFITABLE
148,2026-06-24T21:15:45Z,SKHYNIXUSDT,LONG,IMAGE,1842.27,1769.67535065,1987.4592987,production-defaults-reconstructed,1.5,2,0.758,25,,,,75,15,NEUTRAL,BEARISH,LATE_TREND,0,NO,LATE_TREND bloqueado — score=70 vol=2.56x (necesita score>=90+vol>=1.2x o score>=85+vol>=1.5x),YES,none,,0.62993623,0.60982456,-0.49604207,horizon,-0.49604207,,CORRECT_REJECTION_LOSS_AVOIDED
150,2026-06-24T21:30:46Z,MUUSDT,LONG,VOLUME,1194.68,1136.0092652,1312.0214696,production-defaults-reconstructed,1.5,2,0.863,15,,,,65,25,NEUTRAL,BEARISH,LATE_TREND,0,NO,Vol spike extremo (5.6x),YES,none,,0.56467675,0.30526292,0.00971524,horizon,0.00971524,,FALSE_NEGATIVE_PROFITABLE
152,2026-06-24T21:45:44Z,SOLUSDT,SHORT,IMAGE,67.78,69.3264007,64.6871986,production-defaults-reconstructed,1.5,2,0.74,56,,,,6,76,CONFIRMS,BEARISH,EARLY_TREND,0,NO,"Chart EARLY_TREND + imagen rechaza: El precio está en recuperación después de una caída, mostrando señales de compra con velas verdes y volumen creciente, no hay confirmación clara para un SHORT.",YES,none,,0.27159843,0.46559731,0.03233315,horizon,0.03233315,,FALSE_NEGATIVE_PROFITABLE
154,2026-06-24T22:00:25Z,BTCUSDT,SHORT,SCORE,61149.9,62020.3688265,59408.962347,production-defaults-reconstructed,1.5,2,0.753,65,,,66,0,67,CONFIRMS,BEARISH,,0,NO,Score insuficiente: 65 < threshold 66 (faltan 1 pts) — macro=BEARISH 4h=CONFIRMS intel=NO OPERAR pos=1,YES,none,,0.55590733,0.10706874,0.32970738,horizon,0.32970738,,FALSE_NEGATIVE_PROFITABLE
156,2026-06-24T22:15:46Z,EWYUSDT,LONG,4H,212.56,206.645518,224.388964,production-defaults-reconstructed,1.5,2,0.768,10,,,81,75,15,CONTRADICTS,BEARISH,EARLY_TREND,1,NO,4h contradice 1h (SHORT vs LONG) score=10 < threshold 81,YES,sl,2026-06-25T00:41:00Z,0.2569963,1.02460368,-1,sl,-1,,CORRECT_REJECTION_LOSS_AVOIDED
158,2026-06-24T22:30:44Z,SKHYNIXUSDT,LONG,IMAGE,1864.49,1793.08935545,2007.2912891,production-defaults-reconstructed,1.5,2,0.819,17,,,,67,2,NEUTRAL,BEARISH,LATE_TREND,0,NO,LATE_TREND bloqueado — score=62 vol=0.95x (necesita score>=90+vol>=1.2x o score>=85+vol>=1.5x),YES,sl,2026-06-25T01:17:00Z,0.32926874,1.02267984,-1,sl,-1,,CORRECT_REJECTION_LOSS_AVOIDED
160,2026-06-24T22:45:46Z,MUUSDT,LONG,IMAGE,1203.71,1146.49164515,1318.1467097,production-defaults-reconstructed,1.5,2,0.874,11,,,,61,16,NEUTRAL,BEARISH,LATE_TREND,0,NO,LATE_TREND bloqueado — score=56 vol=1.47x (necesita score>=90+vol>=1.2x o score>=85+vol>=1.5x),YES,none,,0.42119351,0.37016094,0.01101045,horizon,0.01101045,,FALSE_NEGATIVE_PROFITABLE
162,2026-06-25T00:45:45Z,MUUSDT,LONG,MACRO,1189.8,1133.867502,1301.664996,production-defaults-reconstructed,1.5,2,0.533,0,,,,77,2,CONFIRMS,BEARISH,LATE_TREND,0,NO,"Macro bloquea LONG — El mercado está en pánico extremo con BTC y ETH en caída, estructura bajista confirmada en 4h, pero la baja confianza de la IA sugiere esperar confirmación adicional antes de operar shorts agresivos.",YES,none,,0.65364504,0.1299781,0.65364504,horizon,0.65364504,,FALSE_NEGATIVE_PROFITABLE
164,2026-06-25T01:00:43Z,SKHYNIXUSDT,LONG,MACRO,1815.57,1745.0351055,1956.639789,production-defaults-reconstructed,1.5,2,0.707,0,,,,70,25,NEUTRAL,BEARISH,MID_TREND,1,NO,"Macro bloquea LONG — Mercado en pánico extremo (Fear & Greed 12/100) con momentum bajista confirmado en BTC y ETH, pero la señal de inteligencia recomienda NO OPERAR por baja confianza, sugiriendo esperar mayor claridad antes de tomar posiciones cortas agresivas.",YES,none,,1.25937666,0.44389377,1.11760286,horizon,1.11760286,,FALSE_NEGATIVE_PROFITABLE
166,2026-06-25T01:15:43Z,MUUSDT,LONG,MACRO,1196.14,1143.0134419,1302.3931162,production-defaults-reconstructed,1.5,2,0.61,0,,,,82,7,CONFIRMS,BEARISH,EARLY_TREND,1,NO,"Macro bloquea LONG — El mercado está en pánico extremo con tendencia bajista confirmada en múltiples timeframes, pero la baja confianza de la señal sugiere esperar confirmación adicional antes de operaciones agresivas.",YES,none,,0.91969067,0.10145585,0.82990507,horizon,0.82990507,,FALSE_NEGATIVE_PROFITABLE
168,2026-06-25T01:45:47Z,REUSDT,SHORT,AI_CONTEXT,0.6284,0.66737651,0.55044698,production-defaults-reconstructed,1.5,2,0.583,54,,,,7,72,NEUTRAL,BEARISH,LATE_TREND,1,NO,AI rechaza: RSI en sobrevendido (28.02) genera riesgo alto de rebote inmediato que liquidaría posición corta con leverage.,YES,none,,0.94928971,0.01282824,0.6003616,horizon,0.6003616,,FALSE_NEGATIVE_PROFITABLE
170,2026-06-25T02:00:44Z,SKHYNIXUSDT,LONG,MACRO,1829.15,1758.66370475,1970.1225905,production-defaults-reconstructed,1.5,2,0.576,0,,,,95,25,NEUTRAL,BEARISH,LATE_TREND,0,NO,"Macro bloquea LONG — El mercado está en pánico extremo con tendencia bajista confirmada en Bitcoin y Ethereum, pero la baja confianza de la señal y la volatilidad sugieren esperar confirmaciones antes de operar con posiciones significativas.",YES,none,,1.53419895,0.18656109,1.26336616,horizon,1.26336616,,FALSE_NEGATIVE_PROFITABLE
172,2026-06-25T02:15:44Z,AAVEUSDT,LONG,MACRO,81.07,78.05054785,87.1089043,production-defaults-reconstructed,1.5,2,0.57,0,,,,77,0,CONFIRMS,BEARISH,MID_TREND,1,NO,"Macro bloquea LONG — El miedo extremo del mercado combinado con caídas significativas en BTC y ETH y tendencia bajista en 4h crea un entorno bajista, pero la baja confianza de la señal y el tamaño reducido sugieren esperar confirmaciones adicionales antes de operar agresivamente.",YES,none,,1.34130292,0,0.65905996,horizon,0.65905996,,FALSE_NEGATIVE_PROFITABLE
174,2026-06-25T02:30:44Z,SKHYNIXUSDT,LONG,MACRO,1830.36,1757.5757346,1975.9285308,production-defaults-reconstructed,1.5,2,0.571,0,,,,95,25,NEUTRAL,BEARISH,LATE_TREND,0,NO,"Macro bloquea LONG — El miedo extremo del mercado (12/100), caídas significativas de BTC (-4.93%) y ETH (-6.28%), y la tendencia bajista de 4h crean condiciones bearish, pero la baja confianza de la señal (confianza baja) sugiere operar con posiciones reducidas y máxima cautela.",YES,none,,1.46913621,0.0269289,0.78931895,horizon,0.78931895,,FALSE_NEGATIVE_PROFITABLE
176,2026-06-25T07:15:45Z,MUUSDT,LONG,MACRO,1240.7,1197.5422505,1327.015499,production-defaults-reconstructed,1.5,2,0.744,0,,,,65,2,CONFIRMS,BEARISH,MID_TREND,1,NO,"Macro bloquea LONG — El mercado está en pánico extremo (Fear & Greed 12/100) con Bitcoin y Ethereum en caída, confirmado por tendencia bajista en 4h y EMA cruzada negativa, lo que valida shorts con tamaño reducido hasta recuperar confianza.",YES,none,,0.16196396,0.66500224,0.0572319,horizon,0.0572319,,FALSE_NEGATIVE_PROFITABLE
178,2026-06-25T07:30:50Z,SLXUSDT,LONG,AI_CONTEXT,0.3583,0.32475237,0.42539526,production-defaults-reconstructed,1.5,2,0.688,30,,,,65,5,CONFIRMS,BEARISH,MID_TREND,1,NO,"AI rechaza: Conflicto crítico: setup LONG con macro BEARISH, RSI sobrecomprado (68.91), noticia de urgencia inmediata (BTC -1.71%, ETF outflows) y señal de inteligencia SHORT con alta confianza reducen score a 57 pts, por debajo del threshold de 71.",YES,sl,2026-06-25T10:23:00Z,0.63014885,1.0871111,-1,sl,-1,,CORRECT_REJECTION_LOSS_AVOIDED
180,2026-06-25T08:45:48Z,SYNUSDT,LONG,AI_CONTEXT,0.3514,0.31530946,0.42358107,production-defaults-reconstructed,1.5,2,0.691,37,,,73,68,8,CONFIRMS,BEARISH,MID_TREND,1,NO,"AI rechaza: Conflicto crítico: setup LONG con score 76 pero macro BEARISH con noticia urgente de BTC bajo $60k genera signal SHORT de alta confianza (-12pts ajuste = score final 64, bajo threshold 73).",YES,tp,2026-06-25T12:11:00Z,2.09445484,0.11388027,2,tp,2,,FALSE_NEGATIVE_PROFITABLE
182,2026-06-25T09:00:47Z,REUSDT,SHORT,RSI,0.5829,0.61597666,0.51674668,production-defaults-reconstructed,1.5,2,0.696,74,,,,16,81,NEUTRAL,BEARISH,LATE_TREND,1,NO,RSI peligroso para SHORT: 22.5,YES,none,,0.74675011,0.2539555,0.4051195,horizon,0.4051195,,FALSE_NEGATIVE_PROFITABLE
184,2026-06-25T09:15:44Z,SNDKUSDT,LONG,MACRO,2166.13,2106.31232005,2285.7653599,production-defaults-reconstructed,1.5,2,0.613,0,,,,77,2,CONTRADICTS,BEARISH,MID_TREND,1,NO,"Macro bloquea LONG — El mercado está en pánico extremo con tendencia bajista confirmada, pero la señal de IA recomienda NO operar por baja confianza, así que solo shorts de bajo riesgo (0.6x) si se ejecutan.",YES,none,,1.31466149,0.05182414,0.76683014,horizon,0.76683014,,FALSE_NEGATIVE_PROFITABLE
186,2026-06-25T09:30:47Z,REUSDT,SHORT,RSI,0.5837,0.61790774,0.51528452,production-defaults-reconstructed,1.5,2,0.698,41,,,,16,81,NEUTRAL,BEARISH,LATE_TREND,1,NO,RSI peligroso para SHORT: 23.0,YES,none,,0.74544536,0.22217195,-0.0380031,horizon,-0.0380031,,CORRECT_REJECTION_LOSS_AVOIDED
188,2026-06-25T09:45:47Z,REUSDT,SHORT,RSI,0.5814,0.61561248,0.51297503,production-defaults-reconstructed,1.5,2,0.699,46,,,,16,81,NEUTRAL,BEARISH,LATE_TREND,1,NO,RSI peligroso para SHORT: 22.3,YES,none,,0.67811506,0.28936806,0.16952877,horizon,0.16952877,,FALSE_NEGATIVE_PROFITABLE
190,2026-06-25T10:00:45Z,SNDKUSDT,LONG,MACRO,2178.8,2120.724086,2294.951828,production-defaults-reconstructed,1.5,2,0.672,0,,,,77,2,CONTRADICTS,BEARISH,MID_TREND,1,NO,"Macro bloquea LONG — Extremo miedo en el mercado (12/100) con BTC y ETH en rojo y tendencia bajista confirmada, pero la señal de inteligencia recomienda no operar por baja confianza, sugiriendo esperar mayor claridad antes de tomar posiciones.",YES,sl,2026-06-25T13:55:00Z,1.94917294,1.02968676,-1,sl,0.5,,CORRECT_REJECTION_LOSS_AVOIDED
192,2026-06-25T10:15:47Z,REUSDT,SHORT,RSI,0.5835,0.61724089,0.51601823,production-defaults-reconstructed,1.5,2,0.702,42,,,,12,77,NEUTRAL,BEARISH,LATE_TREND,1,NO,RSI peligroso para SHORT: 23.5,YES,none,,1.21810667,0.23117353,0.82985369,horizon,0.82985369,,FALSE_NEGATIVE_PROFITABLE
194,2026-06-25T10:30:44Z,SNDKUSDT,LONG,MACRO,2200.53,2139.30025275,2322.9894945,production-defaults-reconstructed,1.5,2,0.736,0,,,,77,2,CONTRADICTS,BEARISH,MID_TREND,1,NO,"Macro bloquea LONG — El mercado está en pánico extremo (Fear & Greed 12) con tendencia bajista confirmada en BTC/ETH, pero la baja confianza de la IA sugiere esperar confirmación adicional antes de operar con posiciones completas.",YES,sl,2026-06-25T13:54:00Z,1.49388172,1.09162626,-1,sl,0.0359389,,CORRECT_REJECTION_LOSS_AVOIDED
196,2026-06-25T10:45:47Z,REUSDT,SHORT,RSI,0.5847,0.61844011,0.51721977,production-defaults-reconstructed,1.5,2,0.705,47,,,,12,77,NEUTRAL,BEARISH,LATE_TREND,1,NO,RSI peligroso para SHORT: 24.2,YES,none,,1.25370058,0.19561286,0.60758539,horizon,0.60758539,,FALSE_NEGATIVE_PROFITABLE
198,2026-06-25T11:00:44Z,SNDKUSDT,LONG,MACRO,2205.89,2148.01847585,2321.6330483,production-defaults-reconstructed,1.5,2,0.732,0,,,,77,2,CONTRADICTS,BEARISH,MID_TREND,1,NO,"Macro bloquea LONG — El mercado está en pánico extremo con momentum bajista confirmado en BTC/ETH, pero la baja confianza de la señal de inteligencia sugiere esperar mejor entrada antes de operar shorts con posición reducida.",YES,sl,2026-06-25T13:54:00Z,1.48795113,1.24759113,-1,sl,0.03811702,,CORRECT_REJECTION_LOSS_AVOIDED
200,2026-06-25T11:15:47Z,MUUSDT,LONG,RANGING,1242.58,1202.5254337,1322.6891326,production-defaults-reconstructed,1.5,2,0.638,50,,,,77,0,CONFIRMS,BEARISH,MID_TREND,1,NO,Ranging + score bajo (50),YES,sl,2026-06-25T13:46:00Z,0.32106202,1.21684004,-1,sl,-1,,CORRECT_REJECTION_LOSS_AVOIDED
202,2026-06-25T11:30:49Z,REUSDT,SHORT,RSI,0.5795,0.6124098,0.51368039,production-defaults-reconstructed,1.5,2,0.709,50,,,,20,85,NEUTRAL,BEARISH,LATE_TREND,1,NO,RSI peligroso para SHORT: 23.9,YES,none,,1.1273236,0.30386081,0.62291466,horizon,0.62291466,,FALSE_NEGATIVE_PROFITABLE
204,2026-06-25T11:45:51Z,REUSDT,SHORT,RSI,0.581,0.61390784,0.51518432,production-defaults-reconstructed,1.5,2,0.702,45,,,,20,85,NEUTRAL,BEARISH,LATE_TREND,1,NO,RSI peligroso para SHORT: 24.1,YES,none,,1.17297276,0.25829711,0.1458619,horizon,0.1458619,,FALSE_NEGATIVE_PROFITABLE
206,2026-06-25T12:00:45Z,SNDKUSDT,LONG,MACRO,2213.11,2157.24003805,2324.8499239,production-defaults-reconstructed,1.5,2,0.833,0,,,,70,7,NEUTRAL,BEARISH,MID_TREND,1,NO,"Macro bloquea LONG — El miedo extremo (12/100) y la tendencia bajista en BTC/ETH sugieren presión vendedora, pero la baja confianza de la IA y el sesgo contradictorio aconsejan abstenerse o operar shorts con posición reducida (0.6x).",YES,sl,2026-06-25T13:53:00Z,1.41202888,1.15697233,-1,sl,0.0396118,,CORRECT_REJECTION_LOSS_AVOIDED
208,2026-06-25T12:30:46Z,SNDKUSDT,LONG,MACRO,2212.71,2154.8255064,2328.4789872,production-defaults-reconstructed,1.5,2,0.83,0,,,,70,7,NEUTRAL,BEARISH,MID_TREND,1,NO,"Macro bloquea LONG — El mercado está en pánico extremo (Fear & Greed 12/100) con Bitcoin y Ethereum en caída, tendencia bajista en 4h y sesgo bearish confirmado, pero la baja confianza de la IA sugiere esperar confirmación adicional antes de operar con posiciones grandes.",YES,sl,2026-06-25T13:53:00Z,1.3697969,1.10979635,-1,sl,0.0382263,,CORRECT_REJECTION_LOSS_AVOIDED
210,2026-06-25T12:45:45Z,MUUSDT,LONG,MACRO,1235.96,1196.3969204,1315.0861592,production-defaults-reconstructed,1.5,2,0.73,0,,,,77,0,CONFIRMS,BEARISH,MID_TREND,1,NO,"Macro bloquea LONG — Miedo extremo (12/100) y tendencia bajista en BTC con EMA8<EMA21 sugieren presión vendedora, pero la baja confianza de la IA desaconseja operar con posiciones de tamaño completo.",YES,sl,2026-06-25T13:46:00Z,0.49237825,1.06462895,-1,sl,-1,,CORRECT_REJECTION_LOSS_AVOIDED
212,2026-06-25T13:00:45Z,SOXLUSDT,LONG,MACRO,269.44,259.4249152,289.4701696,production-defaults-reconstructed,1.5,2,0.663,0,,,,82,7,CONTRADICTS,BEARISH,MID_TREND,1,NO,"Macro bloquea LONG — El mercado está en pánico extremo (Fear & Greed 12/100) con BTC en tendencia bajista confirmada, pero la baja confianza de la IA sugiere esperar confirmaciones adicionales antes de operar con posiciones grandes.",YES,sl,2026-06-25T13:41:00Z,0,1.4158642,-1,sl,-1,,CORRECT_REJECTION_LOSS_AVOIDED
214,2026-06-25T13:15:46Z,MUUSDT,LONG,MACRO,1232.19,1193.35753215,1309.8549357,production-defaults-reconstructed,1.5,2,0.706,0,,,,77,0,CONFIRMS,BEARISH,MID_TREND,1,NO,"Macro bloquea LONG — El mercado está en pánico extremo con tendencia bajista confirmada en 4h y señales técnicas alineadas al SHORT, presentando una oportunidad de corto con reducción de riesgo por volatilidad.",YES,sl,2026-06-25T13:47:00Z,0.59872579,1.13436005,-1,sl,-1,,CORRECT_REJECTION_LOSS_AVOIDED
216,2026-06-25T13:30:46Z,SNDKUSDT,LONG,MACRO,2248.62,2188.1433651,2369.5732698,production-defaults-reconstructed,1.5,2,0.852,0,,,,70,7,NEUTRAL,BEARISH,EARLY_TREND,0,NO,"Macro bloquea LONG — El miedo extremo en el mercado (12/100), caídas en BTC y ETH con tendencia bajista en 4h y EMA cruzada negativa, generan un entorno óptimo para cortos con tamaño reducido como gestión de riesgo.",YES,sl,2026-06-25T13:48:00Z,0.71730182,1.08504714,-1,sl,-1,,CORRECT_REJECTION_LOSS_AVOIDED
218,2026-06-25T15:15:49Z,ETHUSDT,SHORT,VOLUME,1552.02,1589.6409648,1476.7780704,production-defaults-reconstructed,1.5,2,1.014,91,,,,15,95,CONFIRMS,BEARISH,MID_TREND,0,NO,Vol spike extremo (4.4x),YES,none,,0.2158371,0.92980072,-0.18580066,horizon,-0.18580066,,CORRECT_REJECTION_LOSS_AVOIDED
220,2026-06-25T15:45:49Z,SPCXUSDT,SHORT,IMAGE,152.14,156.5627098,143.2945804,production-defaults-reconstructed,1.5,2,0.741,91,,,,15,100,CONFIRMS,BEARISH,MID_TREND,0,NO,"Imagen rechaza: El precio está en zona de soporte con reversión alcista incipiente, falta confirmación bajista para un SHORT confiable.",YES,none,,0.38211867,0.34820281,-0.20349515,horizon,-0.20349515,,CORRECT_REJECTION_LOSS_AVOIDED
222,2026-06-25T16:00:49Z,ETHUSDT,SHORT,IMAGE,1570.83,1607.04548565,1498.3990287,production-defaults-reconstructed,1.5,2,0.984,89,,,,10,90,CONFIRMS,BEARISH,MID_TREND,0,NO,"Imagen rechaza: El precio está en recuperación después de una caída fuerte, mostrando velas alcistas con volumen moderado, lo que no genera confianza para un corto en este momento.",YES,none,,0.4699647,0.44649408,0.23940035,horizon,0.23940035,,FALSE_NEGATIVE_PROFITABLE
224,2026-06-25T16:15:45Z,SNDKUSDT,LONG,MACRO,2263.94,2180.3326958,2431.1546084,production-defaults-reconstructed,1.5,2,0.736,0,,,,90,15,CONFIRMS,BEARISH,MID_TREND,1,NO,"Macro bloquea LONG — El mercado está en pánico extremo (Fear & Greed 12/100) con BTC y ETH cayendo más del 4% en 12h y tendencia bajista confirmada, creando un entorno ideal para posiciones cortas de tamaño reducido.",YES,none,,1.31591374,0.2666035,1.00469691,horizon,1.00469691,,FALSE_NEGATIVE_PROFITABLE
226,2026-06-25T16:45:45Z,LABUSDT,LONG,MACRO,18.593,17.39235702,20.99428595,production-defaults-reconstructed,1.5,2,0.712,0,,,,92,2,CONFIRMS,BEARISH,MID_TREND,1,NO,"Macro bloquea LONG — El mercado está en pánico extremo con caídas significativas en BTC y ETH, tendencia bajista confirmada en 4h y señal de inteligencia clara para operar cortos con posición reducida.",YES,none,,0.99530004,0.98530539,-0.53388061,horizon,-0.53388061,,CORRECT_REJECTION_LOSS_AVOIDED
228,2026-06-25T17:00:46Z,MUUSDT,LONG,MACRO,1217.28,1169.8425984,1312.1548032,production-defaults-reconstructed,1.5,2,0.895,0,,,,86,16,CONFIRMS,BEARISH,LATE_TREND,0,NO,"Macro bloquea LONG — El miedo extremo del mercado (12/100) combinado con una tendencia bajista confirmada en BTC y ETH, junto con EMA8 por debajo de EMA21, crea un entorno alcista para posiciones cortas con riesgo controlado.",YES,none,,0.4445859,0.46081782,-0.20195035,horizon,-0.20195035,,CORRECT_REJECTION_LOSS_AVOIDED
230,2026-06-25T17:15:50Z,ETHUSDT,SHORT,IMAGE,1569.61,1607.3748166,1494.0803668,production-defaults-reconstructed,1.5,2,0.858,85,,,,6,86,CONFIRMS,BEARISH,MID_TREND,0,NO,"Imagen rechaza: El precio está en recuperación después de una caída fuerte, mostrando rebote alcista con volumen moderado, no hay confirmación clara de debilidad para un short.",YES,none,,0.41837884,0.18959446,0.14855097,horizon,0.14855097,,FALSE_NEGATIVE_PROFITABLE
232,2026-06-25T17:30:47Z,SNDKUSDT,LONG,MACRO,2275.13,2193.32770085,2438.7345983,production-defaults-reconstructed,1.5,2,0.842,0,,,,90,15,CONFIRMS,BEARISH,MID_TREND,1,NO,"Macro bloquea LONG — Miedo extremo en el mercado (12/100) con caídas sostenidas en BTC y ETH, tendencia bajista confirmada en 4h y señal de IA de alto nivel de confianza generan un ambiente óptimo para posiciones cortas con riesgo controlado.",YES,none,,1.20815675,0.18654732,0.46759077,horizon,0.46759077,,FALSE_NEGATIVE_PROFITABLE
234,2026-06-25T17:45:47Z,MUUSDT,LONG,MACRO,1232,1182.43664,1331.12672,production-defaults-reconstructed,1.5,2,0.911,0,,,,86,16,CONFIRMS,BEARISH,LATE_TREND,0,NO,"Macro bloquea LONG — El mercado está en pánico extremo (Fear & Greed 12/100) con BTC y ETH cayendo -4.64% y -5.55% respectivamente en las últimas 12h, confirmando una tendencia bajista en el gráfico de 4h que favorece posiciones cortas con tamaño reducido.",YES,none,,0.12852236,0.7380452,-0.60952284,horizon,-0.60952284,,CORRECT_REJECTION_LOSS_AVOIDED
236,2026-06-25T18:00:48Z,SNDKUSDT,LONG,MACRO,2302.21,2223.85428265,2458.9214347,production-defaults-reconstructed,1.5,2,0.751,0,,,,90,15,CONFIRMS,BEARISH,PARABOLIC,0,NO,Macro bloquea LONG — F&G 12/100 — miedo extremo,YES,none,,0.91569578,0.44323505,0.06304581,horizon,0.06304581,,FALSE_NEGATIVE_PROFITABLE
238,2026-06-25T18:15:47Z,AAVEUSDT,LONG,MACRO,84.32,80.1183344,92.7233312,production-defaults-reconstructed,1.5,2,0.631,0,,,,95,15,CONFIRMS,BEARISH,MID_TREND,1,NO,"Macro bloquea LONG — El miedo extremo del mercado (12/100), caídas de -4.78% en BTC y -5.71% en ETH con tendencia bajista confirmada en 4h, generan un entorno propicio para operar shorts con posiciones reducidas.",YES,sl,2026-06-25T19:04:00Z,0.0285601,1.13050406,-1,sl,-1,,CORRECT_REJECTION_LOSS_AVOIDED
240,2026-06-25T18:30:48Z,SNDKUSDT,LONG,MACRO,2312.86,2231.678614,2475.222772,production-defaults-reconstructed,1.5,2,0.75,0,,,,90,15,CONFIRMS,BEARISH,MID_TREND,1,NO,"Macro bloquea LONG — El miedo extremo del mercado (12/100), caídas agresivas en BTC y ETH, y confirmación técnica de tendencia bajista generan un entorno ideal para operaciones cortas con capital reducido.",YES,none,,0.75263559,0.55899514,-0.30721328,horizon,-0.30721328,,CORRECT_REJECTION_LOSS_AVOIDED
242,2026-06-25T18:45:51Z,ETHUSDT,SHORT,AI_CONTEXT,1562.05,1599.4923385,1487.165323,production-defaults-reconstructed,1.5,2,0.758,41,,,,0,77,CONFIRMS,BEARISH,LATE_TREND,1,NO,AI rechaza: fallback,YES,none,,0.22007172,0.55952702,-0.26093456,horizon,-0.26093456,,CORRECT_REJECTION_LOSS_AVOIDED
